"id","iso_639_2_code_b","iso_639_2_code_t","iso_639_1_code","english_name","french_name","created_at","updated_at","updated_by"
384,sla,   ,  ,Slavic languages,"slaves, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
385,slo,slk,sk,Slovak,slovaque,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
386,slv,   ,sl,Slovenian,slovène,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
387,sma,   ,  ,Southern Sami,sami du Sud,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
388,sme,   ,se,Northern Sami,sami du Nord,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
389,smi,   ,  ,Sami languages,"sames, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
390,smj,   ,  ,Lule Sami,sami de Lule,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
391,smn,   ,  ,Inari Sami,sami d'Inari,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
392,smo,   ,sm,Samoan,samoan,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
393,sms,   ,  ,Skolt Sami,sami skolt,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
394,sna,   ,sn,Shona,shona,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
395,snd,   ,sd,Sindhi,sindhi,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
396,snk,   ,  ,Soninke,soninké,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
397,sog,   ,  ,Sogdian,sogdien,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
398,som,   ,so,Somali,somali,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
399,son,   ,  ,Songhai languages,"songhai, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
400,sot,   ,st,"Sotho, Southern",sotho du Sud,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
401,spa,   ,es,Spanish; Castilian,espagnol; castillan,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
402,srd,   ,sc,Sardinian,sarde,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
403,srn,   ,  ,Sranan Tongo,sranan tongo,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
404,srp,   ,sr,Serbian,serbe,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
405,srr,   ,  ,Serer,sérère,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
406,ssa,   ,  ,Nilo-Saharan languages,"nilo-sahariennes, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
407,ssw,   ,ss,Swati,swati,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
408,suk,   ,  ,Sukuma,sukuma,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
409,sun,   ,su,Sundanese,soundanais,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
410,sus,   ,  ,Susu,soussou,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
411,sux,   ,  ,Sumerian,sumérien,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
412,swa,   ,sw,Swahili,swahili,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
413,swe,   ,sv,Swedish,suédois,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
414,syc,   ,  ,Classical Syriac,syriaque classique,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
415,syr,   ,  ,Syriac,syriaque,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
416,tah,   ,ty,Tahitian,tahitien,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
417,tai,   ,  ,Tai languages,"tai, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
418,tam,   ,ta,Tamil,tamoul,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
419,tat,   ,tt,Tatar,tatar,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
420,tel,   ,te,Telugu,télougou,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
421,tem,   ,  ,Timne,temne,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
422,ter,   ,  ,Tereno,tereno,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
423,tet,   ,  ,Tetum,tetum,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
424,tgk,   ,tg,Tajik,tadjik,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
425,tgl,   ,tl,Tagalog,tagalog,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
426,tha,   ,th,Thai,thaï,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
427,tib,bod,bo,Tibetan,tibétain,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
428,tig,   ,  ,Tigre,tigré,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
429,tir,   ,ti,Tigrinya,tigrigna,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
430,tiv,   ,  ,Tiv,tiv,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
431,tkl,   ,  ,Tokelau,tokelau,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
432,tlh,   ,  ,Klingon; tlhIngan-Hol,klingon,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
433,tli,   ,  ,Tlingit,tlingit,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
434,tmh,   ,  ,Tamashek,tamacheq,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
435,tog,   ,  ,Tonga (Nyasa),tonga (Nyasa),2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
436,ton,   ,to,Tonga (Tonga Islands),tongan (Îles Tonga),2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
437,tpi,   ,  ,Tok Pisin,tok pisin,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
438,tsi,   ,  ,Tsimshian,tsimshian,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
439,tsn,   ,tn,Tswana,tswana,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
440,tso,   ,ts,Tsonga,tsonga,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
441,tuk,   ,tk,Turkmen,turkmène,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
442,tum,   ,  ,Tumbuka,tumbuka,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
443,tup,   ,  ,Tupi languages,"tupi, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
444,tur,   ,tr,Turkish,turc,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
445,tut,   ,  ,Altaic languages,"altaïques, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
446,tvl,   ,  ,Tuvalu,tuvalu,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
447,twi,   ,tw,Twi,twi,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
448,tyv,   ,  ,Tuvinian,touva,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
449,udm,   ,  ,Udmurt,oudmourte,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
450,uga,   ,  ,Ugaritic,ougaritique,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
451,uig,   ,ug,Uighur; Uyghur,ouïgour,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
452,ukr,   ,uk,Ukrainian,ukrainien,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
453,umb,   ,  ,Umbundu,umbundu,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
454,und,   ,  ,Undetermined,indéterminée,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
455,urd,   ,ur,Urdu,ourdou,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
456,uzb,   ,uz,Uzbek,ouszbek,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
457,vai,   ,  ,Vai,vaï,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
458,ven,   ,ve,Venda,venda,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
459,vie,   ,vi,Vietnamese,vietnamien,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
460,vol,   ,vo,Volapük,volapük,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
461,vot,   ,  ,Votic,vote,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
462,wak,   ,  ,Wakashan languages,"wakashanes, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
463,wal,   ,  ,Wolaitta; Wolaytta,wolaitta; wolaytta,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
464,war,   ,  ,Waray,waray,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
465,was,   ,  ,Washo,washo,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
466,wel,cym,cy,Welsh,gallois,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
467,wen,   ,  ,Sorbian languages,"sorabes, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
468,wln,   ,wa,Walloon,wallon,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
469,wol,   ,wo,Wolof,wolof,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
470,xal,   ,  ,Kalmyk; Oirat,kalmouk; oïrat,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
471,xho,   ,xh,Xhosa,xhosa,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
472,yao,   ,  ,Yao,yao,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
473,yap,   ,  ,Yapese,yapois,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
474,yid,   ,yi,Yiddish,yiddish,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
475,yor,   ,yo,Yoruba,yoruba,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
476,ypk,   ,  ,Yupik languages,"yupik, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
477,zap,   ,  ,Zapotec,zapotèque,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
478,zbl,   ,  ,Blissymbols; Blissymbolics; Bliss,symboles Bliss; Bliss,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
479,zen,   ,  ,Zenaga,zenaga,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
480,zgh,   ,  ,Standard Moroccan Tamazight,amazighe standard marocain,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
481,zha,   ,za,Zhuang; Chuang,zhuang; chuang,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
482,znd,   ,  ,Zande languages,"zandé, langues",2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
483,zul,   ,zu,Zulu,zoulou,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
484,zun,   ,  ,Zuni,zuni,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
485,zxx,   ,  ,No linguistic content; Not applicable,pas de contenu linguistique; non applicable,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
486,zza,   ,  ,Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki,zaza; dimili; dimli; kirdki; kirmanjki; zazaki,2026-01-21 10:58:05.583,2026-01-21 10:58:05.583,postgres
